2026-04-26 00:49:27 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-03-27 → 2026-04-26
2026-04-26 00:49:27 | fetcher | DEBUG    | Date range 2026-03-27 → 2026-04-26 split into 2 chunk(s) of ≤30 days.
2026-04-28 18:48:47 | fetcher | ERROR    | Upstox API error fetching option contracts for NSE_INDEX|Nifty Bank: status=401, reason=Unauthorized
Traceback (most recent call last):
  File "C:\Users\BHARATH RC\OneDrive\Desktop\demo\src\fetcher.py", line 560, in get_nearest_expiry
    response = options_api.get_option_contracts(instrument_key)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\api\options_api.py", line 55, in get_option_contracts
    (data) = self.get_option_contracts_with_http_info(instrument_key, **kwargs)  # noqa: E501
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\api\options_api.py", line 118, in get_option_contracts_with_http_info
    return self.api_client.call_api(
           ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\api_client.py", line 327, in call_api
    return self.__call_api(resource_path, method,
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\api_client.py", line 155, in __call_api
    response_data = self.request(
                    ^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\api_client.py", line 349, in request
    return self.rest_client.GET(url,
           ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\rest.py", line 228, in GET
    return self.request("GET", url,
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\BHARATH RC\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\upstox_client\rest.py", line 222, in request
    raise ApiException(http_resp=r)
upstox_client.rest.ApiException: (401)
Reason: Unauthorized
HTTP response headers: HTTPHeaderDict({'Date': 'Tue, 28 Apr 2026 13:18:47 GMT', 'Content-Type': 'application/json', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'reqid': 'a8370d8f-3d3d-41df-a37e-48c7fa6fd857', 'x-content-type-options': 'nosniff', 'x-xss-protection': '0', 'pragma': 'no-cache', 'strict-transport-security': 'max-age=0; includeSubDomains', 'x-frame-options': 'DENY', 'Cache-Control': 'must-revalidate,no-cache,no-store', 'vary': 'Origin, Access-Control-Request-Method, Access-Control-Request-Headers', 'message': 'request failed', 'set-cookie': '__cf_bm=JiVXqALhNTSOixtj055VYY2KGlkrus5t42FD9hGAra4-1777382327.3383784-1.0.1.1-Yiwy661Mv1RyfERtK._mboHqb_USQkb8oB8Azb7p8MnJAuucPL1NCSLD.MV5zqEewr_ZICSLU21FbLatBECTnBRzBm_YSf38l2ZPcmsCSGBuadMGMP1VzycusYeEcu1i; HttpOnly; Secure; Path=/; Domain=upstox.com; Expires=Tue, 28 Apr 2026 13:48:47 GMT', 'cf-cache-status': 'DYNAMIC', 'Server': 'cloudflare', 'CF-RAY': '9f365ad9de5f498d-CJB', 'alt-svc': 'h3=":443"; ma=86400'})
HTTP response body: b'{"status":"error","errors":[{"errorCode":"UDAPI100050","message":"Invalid token used to access API","propertyPath":null,"invalidValue":null,"error_code":"UDAPI100050","property_path":null,"invalid_value":null}]}'

2026-04-28 18:53:50 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-03-29 → 2026-04-28
2026-04-28 18:53:50 | fetcher | DEBUG    | Date range 2026-03-29 → 2026-04-28 split into 2 chunk(s) of ≤30 days.
2026-04-28 18:53:50 | fetcher | DEBUG    |   Chunk 1/2: 2026-03-29 → 2026-04-27
2026-04-28 18:53:51 | fetcher | DEBUG    |     ↳ received 234 candle(s).
2026-04-28 18:53:52 | fetcher | DEBUG    |   Chunk 2/2: 2026-04-28 → 2026-04-28
2026-04-28 18:53:52 | fetcher | DEBUG    |     ↳ received 0 candle(s).
2026-04-28 18:53:52 | fetcher | INFO     | Historical data ready — 234 rows, 2026-03-30 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:55:22 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-03-29 → 2026-04-28
2026-04-28 18:55:22 | fetcher | DEBUG    | Date range 2026-03-29 → 2026-04-28 split into 2 chunk(s) of ≤30 days.
2026-04-28 18:55:22 | fetcher | DEBUG    |   Chunk 1/2: 2026-03-29 → 2026-04-27
2026-04-28 18:55:22 | fetcher | DEBUG    |     ↳ received 234 candle(s).
2026-04-28 18:55:23 | fetcher | DEBUG    |   Chunk 2/2: 2026-04-28 → 2026-04-28
2026-04-28 18:55:23 | fetcher | DEBUG    |     ↳ received 0 candle(s).
2026-04-28 18:55:23 | fetcher | INFO     | Historical data ready — 234 rows, 2026-03-30 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:55:23 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty Bank | interval=30minute | 2026-03-29 → 2026-04-28
2026-04-28 18:55:23 | fetcher | DEBUG    | Date range 2026-03-29 → 2026-04-28 split into 2 chunk(s) of ≤30 days.
2026-04-28 18:55:23 | fetcher | DEBUG    |   Chunk 1/2: 2026-03-29 → 2026-04-27
2026-04-28 18:55:23 | fetcher | DEBUG    |     ↳ received 234 candle(s).
2026-04-28 18:55:24 | fetcher | DEBUG    |   Chunk 2/2: 2026-04-28 → 2026-04-28
2026-04-28 18:55:24 | fetcher | DEBUG    |     ↳ received 0 candle(s).
2026-04-28 18:55:24 | fetcher | INFO     | Historical data ready — 234 rows, 2026-03-30 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:55:24 | fetcher | INFO     | Fetching last 150 live candles | instrument=NSE_INDEX|Nifty 50 | interval=30minute
2026-04-28 18:55:24 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-04-02 → 2026-04-28
2026-04-28 18:55:24 | fetcher | DEBUG    | Date range 2026-04-02 → 2026-04-28 split into 1 chunk(s) of ≤30 days.
2026-04-28 18:55:24 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-02 → 2026-04-28
2026-04-28 18:55:25 | fetcher | DEBUG    |     ↳ received 208 candle(s).
2026-04-28 18:55:25 | fetcher | INFO     | Historical data ready — 208 rows, 2026-04-02 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:55:25 | fetcher | INFO     | Live candles returned — 150 rows.
2026-04-28 18:55:25 | fetcher | INFO     | Fetching multi-timeframe candles | instrument=NSE_INDEX|Nifty Bank | fetching 75 × 1min → resample to 5min + 15min
2026-04-28 18:55:25 | fetcher | INFO     | Fetching last 75 live candles | instrument=NSE_INDEX|Nifty Bank | interval=1minute
2026-04-28 18:55:25 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty Bank | interval=1minute | 2026-04-21 → 2026-04-28
2026-04-28 18:55:25 | fetcher | DEBUG    | Date range 2026-04-21 → 2026-04-28 split into 1 chunk(s) of ≤30 days.
2026-04-28 18:55:25 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-21 → 2026-04-28
2026-04-28 18:55:25 | fetcher | DEBUG    |     ↳ received 1875 candle(s).
2026-04-28 18:55:25 | fetcher | INFO     | Historical data ready — 1875 rows, 2026-04-21 09:15:00+05:30 → 2026-04-27 15:29:00+05:30.
2026-04-28 18:55:25 | fetcher | INFO     | Live candles returned — 75 rows.
2026-04-28 18:55:26 | fetcher | INFO     | Multi-timeframe resample complete — 1min: 75 rows → 5min: 15 rows, 15min: 5 rows.
2026-04-28 18:55:26 | fetcher | INFO     | Fetching nearest expiry | index=NIFTY | instrument_key=NSE_INDEX|Nifty 50
2026-04-28 18:55:26 | fetcher | WARNING  | Upstox Options API error (status=401, reason=Unauthorized) — falling back to manual expiry calculation.
2026-04-28 18:55:46 | fetcher | INFO     | Using calculated expiry (API unavailable): 30-Apr-2026
2026-04-28 18:55:46 | fetcher | INFO     | Fetching nearest expiry | index=BANKNIFTY | instrument_key=NSE_INDEX|Nifty Bank
2026-04-28 18:55:46 | fetcher | WARNING  | Upstox Options API error (status=401, reason=Unauthorized) — falling back to manual expiry calculation.
2026-04-28 18:55:46 | fetcher | INFO     | Using calculated expiry (API unavailable): 29-Apr-2026
2026-04-28 18:58:02 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-03-29 → 2026-04-28
2026-04-28 18:58:02 | fetcher | DEBUG    | Date range 2026-03-29 → 2026-04-28 split into 2 chunk(s) of ≤30 days.
2026-04-28 18:58:02 | fetcher | DEBUG    |   Chunk 1/2: 2026-03-29 → 2026-04-27
2026-04-28 18:58:02 | fetcher | DEBUG    |     ↳ received 234 candle(s).
2026-04-28 18:58:03 | fetcher | DEBUG    |   Chunk 2/2: 2026-04-28 → 2026-04-28
2026-04-28 18:58:03 | fetcher | DEBUG    |     ↳ received 0 candle(s).
2026-04-28 18:58:03 | fetcher | INFO     | Historical data ready — 234 rows, 2026-03-30 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:58:03 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty Bank | interval=30minute | 2026-03-29 → 2026-04-28
2026-04-28 18:58:03 | fetcher | DEBUG    | Date range 2026-03-29 → 2026-04-28 split into 2 chunk(s) of ≤30 days.
2026-04-28 18:58:03 | fetcher | DEBUG    |   Chunk 1/2: 2026-03-29 → 2026-04-27
2026-04-28 18:58:03 | fetcher | DEBUG    |     ↳ received 234 candle(s).
2026-04-28 18:58:03 | fetcher | DEBUG    |   Chunk 2/2: 2026-04-28 → 2026-04-28
2026-04-28 18:58:04 | fetcher | DEBUG    |     ↳ received 0 candle(s).
2026-04-28 18:58:04 | fetcher | INFO     | Historical data ready — 234 rows, 2026-03-30 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:58:04 | fetcher | INFO     | Fetching last 150 live candles | instrument=NSE_INDEX|Nifty 50 | interval=30minute
2026-04-28 18:58:04 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-04-02 → 2026-04-28
2026-04-28 18:58:04 | fetcher | DEBUG    | Date range 2026-04-02 → 2026-04-28 split into 1 chunk(s) of ≤30 days.
2026-04-28 18:58:04 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-02 → 2026-04-28
2026-04-28 18:58:04 | fetcher | DEBUG    |     ↳ received 208 candle(s).
2026-04-28 18:58:04 | fetcher | INFO     | Historical data ready — 208 rows, 2026-04-02 09:15:00+05:30 → 2026-04-27 15:15:00+05:30.
2026-04-28 18:58:04 | fetcher | INFO     | Live candles returned — 150 rows.
2026-04-28 18:58:04 | fetcher | INFO     | Fetching multi-timeframe candles | instrument=NSE_INDEX|Nifty Bank | fetching 75 × 1min → resample to 5min + 15min
2026-04-28 18:58:04 | fetcher | INFO     | Fetching last 75 live candles | instrument=NSE_INDEX|Nifty Bank | interval=1minute
2026-04-28 18:58:04 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty Bank | interval=1minute | 2026-04-21 → 2026-04-28
2026-04-28 18:58:04 | fetcher | DEBUG    | Date range 2026-04-21 → 2026-04-28 split into 1 chunk(s) of ≤30 days.
2026-04-28 18:58:04 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-21 → 2026-04-28
2026-04-28 18:58:04 | fetcher | DEBUG    |     ↳ received 1875 candle(s).
2026-04-28 18:58:04 | fetcher | INFO     | Historical data ready — 1875 rows, 2026-04-21 09:15:00+05:30 → 2026-04-27 15:29:00+05:30.
2026-04-28 18:58:04 | fetcher | INFO     | Live candles returned — 75 rows.
2026-04-28 18:58:04 | fetcher | INFO     | Multi-timeframe resample complete — 1min: 75 rows → 5min: 15 rows, 15min: 5 rows.
2026-04-28 18:58:04 | fetcher | INFO     | Fetching nearest expiry | index=NIFTY | instrument_key=NSE_INDEX|Nifty 50
2026-04-28 18:58:05 | fetcher | INFO     | Nearest expiry for NIFTY: 28-Apr-2026 (from 18 future expiries found).
2026-04-28 18:58:05 | fetcher | INFO     | Fetching nearest expiry | index=BANKNIFTY | instrument_key=NSE_INDEX|Nifty Bank
2026-04-28 18:58:05 | fetcher | INFO     | Nearest expiry for BANKNIFTY: 28-Apr-2026 (from 6 future expiries found).
2026-04-29 09:45:00 | fetcher | INFO     | Fetching last 150 live candles | instrument=NSE_INDEX|Nifty 50 | interval=30minute
2026-04-29 09:45:00 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=30minute | 2026-04-03 → 2026-04-29
2026-04-29 09:45:00 | fetcher | DEBUG    | Date range 2026-04-03 → 2026-04-29 split into 1 chunk(s) of ≤30 days.
2026-04-29 09:45:00 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-03 → 2026-04-29
2026-04-29 09:45:00 | fetcher | DEBUG    |     ↳ received 208 candle(s).
2026-04-29 09:45:00 | fetcher | INFO     | Historical data ready — 208 rows, 2026-04-06 09:15:00+05:30 → 2026-04-28 15:15:00+05:30.
2026-04-29 09:45:00 | fetcher | INFO     | Live candles returned — 150 rows.
2026-04-29 09:45:01 | fetcher | INFO     | Fetching multi-timeframe candles | instrument=NSE_INDEX|Nifty 50 | fetching 75 × 1min → resample to 5min + 15min
2026-04-29 09:45:01 | fetcher | INFO     | Fetching last 75 live candles | instrument=NSE_INDEX|Nifty 50 | interval=1minute
2026-04-29 09:45:01 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty 50 | interval=1minute | 2026-04-22 → 2026-04-29
2026-04-29 09:45:01 | fetcher | DEBUG    | Date range 2026-04-22 → 2026-04-29 split into 1 chunk(s) of ≤30 days.
2026-04-29 09:45:01 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-22 → 2026-04-29
2026-04-29 09:45:01 | fetcher | DEBUG    |     ↳ received 1875 candle(s).
2026-04-29 09:45:01 | fetcher | INFO     | Historical data ready — 1875 rows, 2026-04-22 09:15:00+05:30 → 2026-04-28 15:29:00+05:30.
2026-04-29 09:45:01 | fetcher | INFO     | Live candles returned — 75 rows.
2026-04-29 09:45:01 | fetcher | INFO     | Multi-timeframe resample complete — 1min: 75 rows → 5min: 15 rows, 15min: 5 rows.
2026-04-29 09:45:01 | fetcher | INFO     | Fetching nearest expiry | index=NIFTY | instrument_key=NSE_INDEX|Nifty 50
2026-04-29 09:45:02 | fetcher | WARNING  | Upstox Options API error (status=401, reason=Unauthorized) — falling back to manual expiry calculation.
2026-04-29 09:45:02 | fetcher | INFO     | Using calculated expiry (API unavailable): 30-Apr-2026
2026-04-29 09:45:03 | fetcher | INFO     | Fetching last 150 live candles | instrument=NSE_INDEX|Nifty Bank | interval=30minute
2026-04-29 09:45:03 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty Bank | interval=30minute | 2026-04-03 → 2026-04-29
2026-04-29 09:45:03 | fetcher | DEBUG    | Date range 2026-04-03 → 2026-04-29 split into 1 chunk(s) of ≤30 days.
2026-04-29 09:45:03 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-03 → 2026-04-29
2026-04-29 09:45:03 | fetcher | DEBUG    |     ↳ received 208 candle(s).
2026-04-29 09:45:03 | fetcher | INFO     | Historical data ready — 208 rows, 2026-04-06 09:15:00+05:30 → 2026-04-28 15:15:00+05:30.
2026-04-29 09:45:03 | fetcher | INFO     | Live candles returned — 150 rows.
2026-04-29 09:45:03 | fetcher | INFO     | Fetching multi-timeframe candles | instrument=NSE_INDEX|Nifty Bank | fetching 75 × 1min → resample to 5min + 15min
2026-04-29 09:45:03 | fetcher | INFO     | Fetching last 75 live candles | instrument=NSE_INDEX|Nifty Bank | interval=1minute
2026-04-29 09:45:03 | fetcher | INFO     | Fetching historical data | instrument=NSE_INDEX|Nifty Bank | interval=1minute | 2026-04-22 → 2026-04-29
2026-04-29 09:45:03 | fetcher | DEBUG    | Date range 2026-04-22 → 2026-04-29 split into 1 chunk(s) of ≤30 days.
2026-04-29 09:45:03 | fetcher | DEBUG    |   Chunk 1/1: 2026-04-22 → 2026-04-29
2026-04-29 09:45:04 | fetcher | DEBUG    |     ↳ received 1875 candle(s).
2026-04-29 09:45:04 | fetcher | INFO     | Historical data ready — 1875 rows, 2026-04-22 09:15:00+05:30 → 2026-04-28 15:29:00+05:30.
2026-04-29 09:45:04 | fetcher | INFO     | Live candles returned — 75 rows.
2026-04-29 09:45:04 | fetcher | INFO     | Multi-timeframe resample complete — 1min: 75 rows → 5min: 15 rows, 15min: 5 rows.
2026-04-29 09:45:04 | fetcher | INFO     | Fetching nearest expiry | index=BANKNIFTY | instrument_key=NSE_INDEX|Nifty Bank
2026-04-29 09:45:04 | fetcher | WARNING  | Upstox Options API error (status=401, reason=Unauthorized) — falling back to manual expiry calculation.
2026-04-29 09:45:04 | fetcher | INFO     | Using calculated expiry (API unavailable): 29-Apr-2026
